brand,title,price,final_resale_price,n_likes,limited,model,condition,m_model,material,color,sold_out,description,mean_retail_price
Louis Vuitton,Speedy leather handbag,309.0,250.0,11.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,650.0,580.0,24.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bowling bag,699.0,699.0,9.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather bowling bag,550.0,476.49,27.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,600.0,500.0,24.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,410.0,325.0,7.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,900.0,800.0,27.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,785.0,680.0,21.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,425.0,380.08,10.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1850.0,1800.0,9.0,1,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,449.0,425.0,9.0,0,speedy,Never worn,Speedy,Cloth,Blue,1.0,,825.0
Louis Vuitton,Speedy leather bowling bag,1600.0,1530.0,7.0,0,speedy,Very good condition,Speedy,Leather,Multicolour,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1100.0,1040.0,5.0,0,speedy,Very good condition,Speedy,Cloth,Multicolour,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,500.0,404.95,5.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,2200.0,2000.0,6.0,1,speedy,"Never worn, with tag",Speedy,Cloth,Blue,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,625.49,464.65,11.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,600.0,600.0,35.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,370.0,250.0,44.0,0,speedy,Good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy leather handbag,340.0,310.0,24.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,534.0,534.0,52.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,500.0,425.0,17.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,995.0,800.0,28.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,223.39,221.6,20.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth tote,700.0,531.28,9.0,0,speedy,Very good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,800.0,760.0,13.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,460.0,460.0,10.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bowling bag,395.0,395.0,24.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth tote,635.0,615.0,14.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,340.0,291.52,39.0,0,speedy,Good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy patent leather handbag,848.0,848.0,4.0,0,speedy,Good condition,Speedy,Patent leather,Gold,1.0,,825.0
Louis Vuitton,Speedy leather handbag,400.0,340.0,14.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,624.99,458.0,9.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy patent leather handbag,810.0,726.0,39.0,0,speedy,Fair condition,Speedy,Patent leather,Silver,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,490.0,470.0,21.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,539.99,500.0,18.0,0,speedy,Good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1500.0,1200.0,17.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,730.0,620.0,40.0,0,speedy,Very good condition,Speedy,Cloth,Ecru,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,248.99,223.0,36.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,540.0,532.0,18.0,0,speedy,Good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,289.99,289.99,42.0,0,speedy,Fair condition,Speedy,Cloth,Ecru,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,380.0,308.04,18.0,0,speedy,Good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,450.0,281.0,17.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bowling bag,223.39,214.45,50.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather tote,550.0,550.0,10.0,0,speedy,Very good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,900.0,880.0,10.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy handbag,393.0,393.0,14.0,0,speedy,Good condition,Speedy,Denim - Jeans,Pink,1.0,,825.0
Louis Vuitton,Speedy leather handbag,309.21,309.21,61.0,0,speedy,Good condition,Speedy,Leather,Black,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,499.0,499.0,25.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,390.0,212.13,32.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,528.38,528.38,46.0,0,speedy,Good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy leather bag,350.0,290.0,3.0,0,speedy,Good condition,Speedy,Leather,Other,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,360.0,310.0,20.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,491.45,201.94,16.0,0,speedy,Good condition,Speedy,Leather,Black,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,600.0,450.0,32.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,1900.0,1816.0,24.0,1,speedy,Very good condition,Speedy,Leather,Black,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,545.0,419.0,76.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,578.35,550.06,106.0,0,speedy,Very good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1050.0,900.0,41.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,349.99,215.0,49.0,0,speedy,Good condition,Speedy,Leather,Blue,1.0,,825.0
Louis Vuitton,Speedy leather handbag,632.0,630.0,10.0,0,speedy,Good condition,Speedy,Leather,Other,1.0,,825.0
Louis Vuitton,Speedy python handbag,3000.0,1400.0,20.0,0,speedy,Good condition,Speedy,Exotic leathers,Purple,1.0,,5800.0
Louis Vuitton,Speedy cloth bag,650.0,500.0,24.0,0,speedy,Very good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy cloth bag,530.0,346.0,34.0,0,speedy,Good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy leather handbag,1429.68,1204.88,7.0,0,speedy,Never worn,Speedy,Leather,Silver,1.0,,825.0
Louis Vuitton,Speedy leather handbag,424.44,357.42,23.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,324.36,268.07,43.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather bag,411.03,330.61,15.0,0,speedy,Fair condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,352.95,352.95,35.0,0,speedy,Good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy leather handbag,491.45,477.16,23.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,670.16,514.68,48.0,0,speedy,Never worn,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,531.66,482.52,57.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy handbag,536.13,491.45,18.0,0,speedy,Very good condition,Speedy,Synthetic,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,410.14,307.38,23.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,339.55,223.39,18.0,0,speedy,Good condition,Speedy,Cloth,Camel,1.0,,825.0
Louis Vuitton,Speedy leather handbag,527.19,527.19,21.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,625.49,362.78,57.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,319.89,319.89,15.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,1072.26,1063.32,33.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,535.24,421.76,38.0,0,speedy,Very good condition,Speedy,Leather,Other,1.0,,825.0
Louis Vuitton,Speedy leather handbag,446.78,446.78,27.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,647.82,397.63,46.0,0,speedy,Very good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,804.2,804.2,10.0,0,speedy,Never worn,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy leather handbag,670.16,652.29,36.0,0,speedy,Never worn,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,402.1,402.1,4.0,0,speedy,Very good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy leather handbag,459.28,459.28,47.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,759.52,495.92,23.0,0,speedy,Very good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,388.69,388.69,53.0,0,speedy,Very good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,795.26,714.84,14.0,0,speedy,Never worn,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1072.26,1049.92,183.0,0,speedy,Never worn,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather mini bag,685.59,495.15,65.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,287.72,263.6,151.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,607.61,607.61,5.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,357.42,348.48,1.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy handbag,468.49,342.03,36.0,0,speedy,Very good condition,Speedy,Synthetic,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,402.1,357.42,3.0,0,speedy,Very good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy leather handbag,491.45,375.29,3.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,491.45,491.45,116.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather crossbody bag,536.13,536.13,81.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth tote,536.13,536.13,6.0,0,speedy,Very good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy leather bag,375.29,321.68,13.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,554.0,509.32,13.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather bag,432.68,432.68,24.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,625.49,625.49,12.0,0,speedy,Never worn,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,446.78,446.78,104.0,0,speedy,Very good condition,Speedy,Leather,Other,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,562.04,562.04,5.0,0,speedy,Never worn,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,223.39,223.39,27.0,0,speedy,Fair condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,402.1,357.42,99.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,344.02,344.02,4.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,362.63,272.8,2.0,0,speedy,Good condition,Speedy,Leather,Black,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,536.13,536.13,42.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,580.81,478.05,12.0,0,speedy,Very good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,518.26,312.74,28.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,670.16,670.16,18.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bag,231.43,231.43,16.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,261.78,241.01,10.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,330.61,303.81,20.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bag,491.45,491.45,76.0,0,speedy,Very good condition,Speedy,Cloth,Blue,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,392.27,348.48,6.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,258.24,223.39,14.0,0,speedy,Fair condition,Speedy,Leather,Other,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,670.16,625.49,8.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,299.34,206.41,40.0,0,speedy,Fair condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,312.74,290.4,47.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,1104.56,952.21,12.0,0,speedy,Good condition,Speedy,Leather,Multicolour,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,580.81,580.81,17.0,0,speedy,Very good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth mini bag,714.84,714.84,58.0,0,speedy,Very good condition,Speedy,Cloth,Multicolour,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,491.45,357.42,19.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,539.05,421.44,10.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,490.56,446.78,21.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bag,714.84,670.16,8.0,0,speedy,Never worn,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bag,449.44,449.44,57.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,813.13,589.74,10.0,0,speedy,Never worn,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,385.92,289.44,25.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,438.88,329.17,8.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,446.45,334.84,9.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather bag,451.24,402.1,5.0,0,speedy,Very good condition,Speedy,Leather,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,356.53,356.53,11.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth crossbody bag,804.2,804.2,12.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,348.48,348.48,7.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,375.29,348.48,14.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,463.75,424.44,10.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,228.53,228.53,8.0,0,speedy,Fair condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,714.84,549.53,3.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,260.26,231.34,21.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,330.61,250.19,6.0,0,speedy,Good condition,Speedy,Leather,Black,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,445.0,374.0,3.0,0,speedy,Very good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy handbag,607.61,607.61,34.0,0,speedy,Very good condition,Speedy,Cotton,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,324.36,324.36,19.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,312.74,312.74,29.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,670.16,670.16,45.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather bag,402.1,402.1,103.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,786.32,786.32,12.0,0,speedy,Good condition,Speedy,Cloth,White,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,357.42,356.53,94.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,536.13,428.9,7.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,352.95,312.74,5.0,0,speedy,Good condition,Speedy,Leather,Other,1.0,,825.0
Louis Vuitton,Speedy leather bag,580.81,388.69,67.0,0,speedy,Very good condition,Speedy,Leather,Multicolour,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,402.1,352.95,2.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,445.88,445.88,6.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,562.04,562.04,11.0,0,speedy,Never worn,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,287.95,287.95,3.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather bag,848.87,714.84,52.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,491.45,491.45,31.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,424.44,340.44,7.0,0,speedy,Good condition,Speedy,Cloth,Other,1.0,,825.0
Louis Vuitton,Speedy leather handbag,714.84,510.6,6.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,491.45,491.45,5.0,0,speedy,Very good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,357.42,357.42,56.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,437.84,375.29,94.0,0,speedy,Very good condition,Speedy,Cloth,Beige,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,670.16,491.45,17.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,710.37,625.49,9.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,813.56,813.56,15.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,411.03,357.42,8.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,446.78,446.78,11.0,0,speedy,Good condition,Speedy,Leather,Black,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,732.71,692.5,13.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,491.45,491.45,37.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,545.07,536.13,9.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,705.9,616.55,44.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,321.68,268.07,6.0,0,speedy,Good condition,Speedy,Cloth,Camel,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1787.1,1787.1,45.0,1,speedy,Never worn,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,616.55,616.55,16.0,0,speedy,Never worn,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth crossbody bag,607.61,607.61,12.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1501.16,1206.29,15.0,0,speedy,Very good condition,Speedy,Cloth,Silver,1.0,,825.0
Louis Vuitton,Speedy leather handbag,331.59,331.59,45.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,411.03,411.03,6.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,419.97,419.97,3.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,527.19,446.78,33.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,437.84,357.42,5.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,580.81,580.81,122.0,0,speedy,Never worn,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy patent leather handbag,948.95,893.55,13.0,0,speedy,Good condition,Speedy,Patent leather,Silver,1.0,,825.0
Louis Vuitton,Speedy cloth bowling bag,1697.75,1429.68,5.0,0,speedy,Very good condition,Speedy,Cloth,Blue,1.0,,825.0
Louis Vuitton,Speedy leather handbag,357.42,303.81,12.0,0,speedy,Good condition,Speedy,Leather,Black,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,445.88,411.03,22.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,893.55,787.05,19.0,0,speedy,Very good condition,Speedy,Leather,Yellow,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,445.88,419.97,27.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,357.42,312.74,9.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,436.95,422.65,31.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,482.52,455.71,37.0,0,speedy,Very good condition,Speedy,Leather,Beige,1.0,,825.0
Louis Vuitton,Speedy cloth bag,431.16,431.16,2.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy patent leather handbag,520.74,505.31,3.0,0,speedy,Very good condition,Speedy,Patent leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1067.79,1067.79,12.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather bag,304.7,223.39,7.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,1385.0,1295.65,24.0,0,speedy,Very good condition,Speedy,Cloth,Multicolour,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,281.47,253.77,5.0,0,speedy,Fair condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,446.78,406.57,67.0,0,speedy,Very good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,669.27,625.49,40.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,625.49,518.26,15.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth bag,535.24,535.24,19.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,259.13,223.39,8.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,357.42,357.42,18.0,0,speedy,Very good condition,Speedy,Leather,Purple,1.0,,825.0
Louis Vuitton,Speedy leather handbag,348.48,303.81,4.0,0,speedy,Good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,670.16,670.16,7.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy leather handbag,714.84,670.16,16.0,0,speedy,Very good condition,Speedy,Leather,Brown,1.0,,825.0
Louis Vuitton,Speedy cloth handbag,448.68,448.68,23.0,0,speedy,Good condition,Speedy,Cloth,Brown,1.0,,825.0
