brand,title,price,final_resale_price,n_likes,limited,model,condition,m_model,material,color,sold_out,description,mean_retail_price
Chanel,Wallet on Chain leather crossbody bag,1333.09,1180.74,243.0,0,woc,Good condition,Wallet on Chain,Leather,Pink,1.0,"Authentique portefeuille intemporel Chanel sur chaîne de couleur rose. L'article a été repeint et scellé à sa couleur d'origine rose par un professionnel, dans l'ensemble, il a l'air naturel et la couleur ne se détachera pas. Extérieur en excellent état. Certains porte sur chaîne. L'intérieur présente des taches et des marques non visibles. Numéro de série intact. 
 
 Ce superbe portefeuille sur chaîne est fabriqué en cuir caviar matelassé luxueux avec un logo CC en relief. Comprend une bandoulière filetée en cuir à maillons dorés clair et un rabat intégral. Cela s'ouvre sur un intérieur cloisonné avec un panneau de fentes pour cartes. 
 
 Assurez-vous de vérifier mon placard pour plus d'articles :)",1490.0
Chanel,Wallet on Chain leather crossbody bag,1778.16,1662.0,59.0,0,woc,Good condition,Wallet on Chain,Leather,Beige,1.0,"Chanel WOC avec ensemble complet: 
 
 Reçu 
 Carte d'identité 
 Boîte 
 Dustbag 
 
 Dans le plus beau Couleur Chanel beige avec des reflets nacrés ou nacrés 
 
 Cuir caviar et argent Quincaillerie 
 
 Le sac présente quelques petites erreurs de beauté: 
 - Abrasion / mauvaise coloration sur certains coins (vous le voyez à peine lorsque vous le portez) 
 - la partie où se trouve la chaîne a été endommagée mais a été réparée par un professionnel du cuir 
 
 Veuillez voir les photos. 
 
 Dans l'ensemble, le sac a toujours fière allure et la couleur est tout simplement magnifique et rare. 

Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain wool crossbody bag,1206.29,1027.58,63.0,0,woc,Very good condition,Wallet on Chain,Wool,Black,1.0,"Nice vintage timeless Chanel bag worn only on two major occasions with care, no tears or signs of wear except on the inside small wear at the closing of the interior pocket.
Packaging: Original box",1490.0
Chanel,Wallet on Chain leather handbag,397.63,352.95,64.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Authentic Chanel Timeless Wallet.Material: Black Leather.Dimensions: 18 cm x 10 cm.There are wear on the corners and edges.I offer you the non-Chanel chain that will allow you to wear it on the shoulder or cross-body. The chain is completely independent and you can remove it whenever you want. Comes with authenticity card. The serial number sticker is worn. Used, but in good condition with some signs of wear. Please look at the pictures carefully to avoid misunderstanding.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1608.39,1608.39,9.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Woc in supple black lambskin, silver finishes. 
 Condition: light lines on the leather, all in very good condition. 
 Complete packaging: box, dustbag, authenticity card.
Packaging: Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,1979.83,1904.41,28.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Chanel Black Boy wallet on chain WOC shoulder bag 
 * 2179xxxx * Made in Italy * Comes with dust bag and booklet * Gold hardware 
 - Approx 1.4 ""x 7.5"" x 4, 75 ""- The shoulder strap measures approximately 24"".-Wear it as a shoulder bag or as a crossbody bag-It shows slight signs of wear, some dents on the inside of the flap, one of the corners has a very slight friction .
Packaging: Dustbag",1490.0
Chanel,Wallet on Chain leather crossbody bag,1474.36,1250.97,17.0,0,woc,Good condition,Wallet on Chain,Leather,White,1.0,"Chanel woc in ice gray sevruga Pearl. SHD. Rather good condition, slight signs of aging. Serial number inside, no card, yes original velor dust bag",1490.0
Chanel,Wallet on Chain leather handbag,1108.0,1108.0,4.0,0,woc,Very good condition,Wallet on Chain,Leather,Purple,1.0,"Handbags type bags 
 Brand: CHANEL 
 Model: WALLET ON CHAIN WOC 
 Bag type: shoulder bag 
 Year of manufacture: 2015-2016 [[2 ]] Gender: Female 
 Value of new: 2100 euros 
 
 List of documents and accessories supplied: 
 None 
 
 CHARACTERISTICS : 
 Material: grained leather 
 Color: Purple 
 Note: silver metal chain 
 Type of closure: flap 
 Size: less than 20 cm 
 Dimensions: H: 13 x W: 19 x D: 5 cm 
 Shoulder strap length min / max (cm): 130 
 
. 
 
 Condition: good condition 
 corners and borders marks - edges of the flap worn by the chain - stains inside - see pictures Reference: 217109",1490.0
Chanel,Wallet on Chain patent leather handbag,1568.15,1124.05,21.0,0,woc,Very good condition,Wallet on Chain,Patent leather,Purple,1.0,"Chanel WOC 
Used but in very good condition 
Have card, dust bag and box",1490.0
Chanel,Wallet on Chain leather crossbody bag,1447.35,1218.82,29.0,0,woc,Very good condition,Wallet on Chain,Leather,Gold,1.0,"CHANEL 
 Cuir d'agneau noir et cuir de chèvre doré 
 Portefeuille en cuir Le Boy sur chaîne WOC 
 Référence Xupes: HB3373 
 Numéro de série: 21610517 
 Âge (Circa): 2016 
 Accompagné de: Sac à poussière Chanel, Boîte, 
 Carte d'authenticité, reçu, feutre protecteur 
 Détails d'authenticité: Carte d'authenticité, 
 Autocollant de série ( Fabriqué en Italie) 
 Genre: Femme 
 Type: Épaule, Bandoulière, Accessoire 
 Couleur: Multicolore 
 Quincaillerie: Or champagne 
 Matière (s) : Cuir d'agneau, chèvre 
 Cuir de chèvre 
 Intérieur: Cuir noir, Tex 
 [
 Excellent état d'occasion 
 - L'extérieur est en excellent état avec des signes d'utilisation minimes. Il y a de légères rayures sur le cuir de veau lisse. 
 - L'intérieur est en excellent état avec un minimum de traces d'utilisation. Les volets intérieurs présentent de légères marques de presse. 
 - Le matériel est en excellent état avec un minimum de signes d'utilisation. 
 - Les coins sont en excellent état avec un minimum de traces d'utilisation. 
 - Dans l'ensemble, cet article est en excellent état d'occasion. Veuillez noter que la majorité des articles que nous vendons sont pré-aimés, sauf indication contraire. Veuillez regarder nos photos et descriptions car elles affichent le plus de détails du produit. Veuillez noter les mesures. 

Packaging: Dustbag, Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,732.71,732.71,7.0,0,woc,Fair condition,Wallet on Chain,Leather,Silver,1.0,"Small second hand Chanel walled bag 
 Stains and other mishaps are clearly visible in the image 
 The zippers always work perfectly. 
 The price depends on the condition of the bag",1490.0
Chanel,Wallet on Chain leather crossbody bag,1715.16,1622.1,101.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Chanel vintage 
*bag only *
No card . Sticker, dust bag .",1490.0
Chanel,Wallet on Chain leather crossbody bag,1653.07,1270.83,15.0,0,woc,Good condition,Wallet on Chain,Leather,Burgundy,1.0,"Chanel Woc, burgundy, caviar, in very good condition (there is a slight patina on the corners) 
 19x13cm 
 Very chic model!",1490.0
Chanel,Wallet on Chain leather crossbody bag,1965.81,1787.1,23.0,0,woc,Very good condition,Wallet on Chain,Leather,Navy,1.0,"Wallet on chain navy blue silver chain 
 Perfect condition 
 No stain 
 Sold with box and cover and Chanel leaflet
Packaging: Original box",1490.0
Chanel,Wallet on Chain patent leather handbag,1304.58,804.2,48.0,0,woc,Very good condition,Wallet on Chain,Patent leather,Green,1.0,Chanel Woc clutch bag used in shiny leather in good condition,1490.0
Chanel,Wallet on Chain leather handbag,241.26,241.26,30.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Authentic Chanel Timeless Wallet.Material: Black Leathe.rDimensions: 18cm x 10cm.There is some wear on the corners and edges.On part of the wallet the leather is twisted and contorted.I offer the non-Chanel chain (No original) which will allow you to wear it on the shoulder or cross-body. The chain is completely independent and you can remove it whenever you want. Can be used as a clutch or a mini cross-body bag or shoulder bag.Chain length: 120 cm.Used, but in good condition with some signs of wear.Please look at the pictures carefully to avoid any misunderstanding.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1393.94,1393.94,15.0,0,woc,Very good condition,Wallet on Chain,Leather,Grey,1.0,"Superbe sac porté épaule ou crossbody. Il est en parfait état comme vous pouvez le voir sur les photos.
Il y a juste une marque sur le cuir à l’intérieur en bas à gauche qui correspond à la marque faite par le zip. Ce sac possède une petite poche zippée sur le haut du sac à l’ouverture et sinon il est réparti comme suit : une petite poche ouverte, une poche zippée, et un compartiment avec soufflet et de la place pour 6 cartes de crédits. Vendu avec dustbag et carte authenticité
Packaging: Dustbag, Card or certificate",1490.0
Chanel,Wallet on Chain patent leather mini bag,2666.18,2666.18,8.0,0,woc,Good condition,Wallet on Chain,Patent leather,Black,1.0,"Super rare CHANEL vinyl record nagя I gout it in CHANEL boutique in Paris right after it was out. It took me to times to come there to get the bag, I still remember it was not easy.
The was as our rarely. For the past 8 years it was kept in a drawer in Bali.
No holes. Side B is perfect. Side A has some slight minors. The gloss of the skin faded. Shown on the picture 4. It happened recently. 
No box. Original dust bag and card I’d provided.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1429.68,1340.33,101.0,0,woc,Very good condition,Wallet on Chain,Leather,Metallic,1.0,"WOC in metallic patent leather. 
 Condition: a few small scratches on the back, all in very good condition 
 Packaging: authenticity card and dustbag.
Packaging: Card or certificate",1490.0
Chanel,Wallet on Chain leather handbag,1828.24,1333.09,14.0,0,woc,Good condition,Wallet on Chain,Leather,Pink,1.0,The interlocking CC logo is synonymous with elegance and French style. Height: 5.00 inches / Width: 1.50 inches / Length: 7.50 inches. Internal ID # SHF-12690,1490.0
Chanel,Wallet on Chain velvet handbag,822.07,822.07,12.0,0,woc,Good condition,Wallet on Chain,Velvet,Yellow,1.0,"Chanel handbag bought in 2014 in Paris. It is in yellow velvet. It has been worn very little, but has a few blackened marks with the velvet is a little damaged on the front (see photos).",1490.0
Chanel,Wallet on Chain leather handbag,335.08,299.34,217.0,0,woc,Fair condition,Wallet on Chain,Leather,Red,1.0,"Chanel wallet in red caviar leather. 
 The chain and insert is offered, is not original (Not Chanel). 
 You can wear it cross body or on the shoulder. 
 Traces of normal use, dirt inside. Two tears in the compartment for the banknotes. 
 Dimensions: 17.5 cm x 10 cm 
 Delivered with its authenticity card.",1490.0
Chanel,Wallet on Chain leather handbag,424.44,397.63,28.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Authentic Chanel Timeless Wallet.Material: Black Leather.Dimensions: 18 cm x 10 cm.There are wear on the corners and edges.I offer you the non-Chanel chain that will allow you to wear it on the shoulder or cross-body. The chain is completely independent and you can remove it whenever you want. Comes with authenticity card. The serial number sticker is worn. Used, but in good condition with some signs of wear. Please look at the photos carefully to avoid any misunderstanding.",1490.0
Chanel,Wallet on Chain leather handbag,513.79,491.45,50.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Authentic Chanel Timeless Wallet.Material: Black Leather.Dimensions: 18 cm x 10 cm.There is wear on the corners and edges.I offer the non-Chanel chain (without original) that will allow you to wear it on the \ 'shoulder or crossbody. The chain is completely independent and you can remove it whenever you want. Used, but in good condition with some signs of wear, please look carefully at the pictures.",1490.0
Chanel,Wallet on Chain leather crossbody bag,666.46,583.27,56.0,0,woc,Good condition,Wallet on Chain,Leather,Grey,1.0,"Chanel wallet on chain (WOC) in taupe/grey sevruga caviar leather. 

Condition as shown in pictures.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1778.16,1599.45,44.0,0,woc,Very good condition,Wallet on Chain,Leather,Other,1.0,"I am selling a wonderful Chanel Boy - Wallet on Chain with silver hardware. The color is more of a pastel green - perfect for summer. The bag was bought from Vestiare in 2017 and I have only used it once or twice. There are signs of wear on the corners as it is pre-liked otherwise it is in perfect condition. It comes with a box (one corner is torn), an invoice and a dust bag.
Packaging: Dustbag",1490.0
Chanel,Wallet on Chain leather crossbody bag,267.17,267.17,8.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Chanel leather wallet. Some marks and scratches on the surface and the corner. Small crack in one of the edges, nothing could fall out. Some scratches and dust inside. The zipper in the middle is damaged. Come with unbranded 120cm gold chain to wear the shoulder strap, the chain will not attach to the bag now, please find a professional to tie it. With serial number sticker, authenticity card, dust bag and box. NO OFFER, NO NEGOTIATION. SKU10789Q98
Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather handbag,1979.06,1728.03,51.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,So good and so chic. Clean bag,1490.0
Chanel,Wallet on Chain leather mini bag,2859.36,2591.3,7.0,0,woc,Never worn,Wallet on Chain,Leather,Green,1.0,"Never worn, complete set + invoice",1490.0
Chanel,Wallet on Chain velvet handbag,822.07,822.07,23.0,0,woc,Good condition,Wallet on Chain,Velvet,Yellow,1.0,"Chanel handbag bought in 2014 in Paris. It is in yellow velvet. It has been worn very little, but has a few blackened marks with the velvet is a little damaged on the front (see photos).",1490.0
Chanel,Wallet on Chain handbag,536.13,536.13,11.0,0,woc,Very good condition,Wallet on Chain,Cotton,Brown,1.0,"Pretty brown clutch bag, in quilted effect fabric. 
 interior fabric too, no flaws",1490.0
Chanel,Wallet on Chain leather crossbody bag,1866.32,1866.32,49.0,0,woc,Never worn,Wallet on Chain,Leather,Black,1.0,"Small Chanel flap bag in caviar with labels. 
 Comes with authenticity card, receipt, original box, dustbag, ribbons and camellia
Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather handbag,513.79,513.79,8.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Chanel timeless wallet in black leather. 
 
 I offer the non-chanel chain (No original) which will allow you to wear it on the shoulder or across the body. The chain is completely independent, [[ 2]] You can remove it whenever you want. 
 
 Dimensions: 18 cm x 9.5 cm 
 
 Normal wear, but the wallet is in good condition.",1490.0
Chanel,Wallet on Chain leather mini bag,1218.82,1066.47,12.0,0,woc,Very good condition,Wallet on Chain,Leather,Metallic,1.0,"Excellent condition. Very light friction (almost invisible) on one of the corners. Comes with authenticity card and dustbag. Metallic / Bronze color.
Packaging: Dustbag, Card or certificate",1490.0
Chanel,Wallet on Chain tweed handbag,402.1,357.42,62.0,0,woc,Very good condition,Wallet on Chain,Tweed,Beige,1.0,"- Chanel wallet in off-white tweed 
 - Chain supplied in addition to carry as a clutch (the chain is not Chanel) 
 - In very good condition - no signs of wear [[2] ]",1490.0
Chanel,Wallet on Chain handbag,1072.26,848.87,27.0,0,woc,Good condition,Wallet on Chain,Cotton,Black,1.0,Beautiful wallet on Chain Chanel timless edition limited in conton. Well maintained. Perfect exterior / some signs of wear inside,1490.0
Chanel,Wallet on Chain leather handbag,975.06,837.94,29.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,100% authentic. Very Rare and Vintage Timeless Woc. Good Condition. Has been restored in black. Recently conditioned. Clean inside with regular wear. Seal Intact. Strap is generic(Non CC). 7.5L x 5H. Fits all the essentials. This is a very rare find and beautiful classic Chanel.,1490.0
Chanel,Wallet on Chain leather handbag,486.98,473.58,24.0,0,woc,Fair condition,Wallet on Chain,Leather,Red,1.0,"Vintage red leather Chanel bag with golden chain. 
Very used on the inside as shown in the photos, but in very good conditions on the outside! 
Comes with the original box and authenticity card.
Packaging: Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,1592.92,1592.92,265.0,0,woc,Never worn,Wallet on Chain,Leather,Pink,1.0,caviar,1490.0
Chanel,Wallet on Chain cloth crossbody bag,1697.75,1250.97,22.0,0,woc,Never worn,Wallet on Chain,Cloth,Navy,1.0,"Navy blue quilted fabric wallet on a Chain shoulder bag. Back pocket, two zipped pockets on the sides and one in the middle. CC metal logo on the front. Detachable leather and chain shoulder strap. Sold with hologram, authentication card, dust bag and box.
Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,2224.05,2009.59,74.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"WOC in black leather with gold logo and chain. 
 Excellent condition. Only worn a handful of times. 
 Very pleasant model, can be worn on special occasions as well as casual. Lift up every outfit. 
 No signs of use. 
 With dustbag, card, box, flower. No invoice, bought in the Chanel store about 5 years ago.",1490.0
Chanel,Wallet on Chain leather handbag,352.95,352.95,38.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,"A beautiful chanel clutch or long wallet in authentic black caviar leather in good condition. 
 A non-Chanel chain has been added to two small pieces of leather. 
 It can be removed. [[2 ]] You can wear it as a mini shoulder or flap bag. 
 There are three compartments, a coin purse, 6 small compartments for bank cards. 
 Leather inside wallet is in good condition. 
 Dimensions 17.5 cm x 10 cm 
 Item 100% genuine. 
 No boxes or dust bag.",1490.0
Chanel,Wallet on Chain leather handbag,433.37,433.37,52.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,"A beautiful CC clutch or long wallet in genuine Chanel black leather in good condition. A non-Chanel chain has been added to two small pieces of leather, it can be removed. You can wear it as a mini flap or shoulder bag, the leather inside the wallet is in good condition. Dimensions: 14.5 cm x 9.5 cm. A serial number present inside. The article is 100% authentic. No box or dust bag.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1942.5,1942.5,0.0,0,woc,Never worn,Wallet on Chain,Leather,Blue,1.0,"Chanel WOC 22 series, aquamarine blue caviar leather. Beautiful color. 
 Never used, remained in the box. 
 Authenticity card, dust bag, box is included.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1802.0,1663.34,10.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Very good condition Chanel lambskin WOC in black with gold hardware.

Used very slightly. 

Comes with box, dust bag, authentication card.
Packaging: Original box",1490.0
Chanel,Wallet on Chain leather handbag,1965.81,1965.81,10.0,0,woc,"Never worn, with tag",Wallet on Chain,Leather,Pink,1.0,"Sac bandoulière Chanel Wallet On Chain en cuir caviar rose corail, 1 bandoulière en métal doré entrelacé de cuir, 1 poche plaquée au dos, fermeture rabat avec fermoir logo CC à pression en métal doré, 1 poche zippée sous rabat, 1 poche avant, 1 poche zippée, 1 compartiment avec 1 poche plaquée et 6 emplacements cartes. Mesures: hauteur: 13 cm, largeur: 19.5 cm, profondeur: 3.5 cm, bandoulière: 125 cm. Made in Italy. Hologramme présent: estimation 2019. Vendu avec boite, dustbag, carte d'authenticité, facture.
Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather handbag,442.31,442.31,18.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Authentic Chanel Camellia Long Wallet
Material: Black Leather
Dimensions: 19 cm x 10 cm.Comes with authentication card and dust-bag.A non-Chanel chain has been added to two small pieces of leather which have been sewn to the Chanel Wallet. It can be removed. Can be used as a clutch or a mini cross-body bag or shoulder bagThere is some wear on the corners and edges.There is a small stain on the interior. See the picture.Used, but in good condition with small signs of wear.Please take a close look at the pictures to avoid misunderstanding.",1490.0
Chanel,Wallet on Chain leather crossbody bag,857.81,857.81,3.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Chanel wallet on chain similar handbag, larger than the classic chain wallet",1490.0
Chanel,Wallet on Chain leather handbag,317.21,268.07,65.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"Long chanel wallet in authentic black caviar leather in good condition. A non-Chanel chain has been added to two small pieces of leather which have been sewn to the wallet, it can be removed. You can wear it as a mini shoulder or flap bag. There are three compartments, a coin purse, 6 small compartments for a bank card. The leather inside the wallet is in good condition. Dimensions 17 cm x 10 cm Traces of normal use, because vintage item. Some small traces of wear in the wallet. The sticker (serial number) has been removed (cut out) inside the coin compartment visible on photo. 100% authentic item. No boxes or dust bag.",1490.0
Chanel,Wallet on Chain leather handbag,513.79,491.45,24.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"A beautiful CC pouch or long wallet in authentic Chanel black caviar leather in good condition. A non-Chanel chain has been added to two small pieces of leather which have been sewn to the chanel wallet. It can be removed. 
 It measures 120 cm. 
 You can wear it as a mini bag or over the shoulder. 
 Vintage item, with traces of normal use. 
 Dimensions: 19 cm x 11.5 cm. The serial number inside. 100% genuine item. No box or dust bag.",1490.0
Chanel,Wallet on Chain leather crossbody bag,2695.25,2695.25,77.0,0,woc,Never worn,Wallet on Chain,Leather,Black,1.0,"Boule d'or Chanel avec verrou tournant WOC.  jamais porté. livré avec boîte, sac à poussière, autocollant et carte d'authentification.",1490.0
Chanel,Wallet on Chain leather handbag,402.1,402.1,28.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"A beautiful CC pouch or long wallet in authentic Chanel black caviar leather in good condition. A non-Chanel chain has been added to two small pieces of leather which have been sewn to the chanel wallet, it can be removed. You can wear it as a mini bag or on the shoulder. There are 4 non-zipped compartments, 6 small compartments for bank cards, a coin purse. The leather inside the wallet is in good condition. Dimensions: 17.5 cm x 9.5 cm. A serial number inside has been removed (cut out), see photo. The item 100% genuine. No box or dust bag.",1490.0
Chanel,Wallet on Chain leather handbag,402.1,384.23,128.0,0,woc,Fair condition,Wallet on Chain,Leather,Black,1.0,"A beautiful CC clutch or long wallet in Chanel black caviar leather 
 in good condition. 
 A non-Chanel chain has been added to two small pieces of leather. It [[ 2]] can be removed. 
 You can wear it as a mini bag or on 
 the shoulder. There are 4 non-zipped compartments, 6 small compartments for bank cards, a coin purse .The leather inside 
 inside the wallet is in good condition. 
 Dimensions: 17.5cm x 9.5cm. 
 A serial number on the inside has been removed (cut out), see photo. 
 100% genuine item. 
 No box or dust bag.",1490.0
Chanel,Wallet on Chain leather handbag,1206.29,1206.29,54.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,Woc shoulder bag 2018 collection with the emblematic camellia flower of the house of chanel in monogram,1490.0
Chanel,Wallet on Chain leather handbag,1171.91,1028.02,15.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Vintage WOC in perfect condition,. Black with golden camellia rose.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1371.18,1268.03,30.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Chanel Wallet on Chain
Black caviar leather
No visible flaws, lightly used",1490.0
Chanel,Wallet on Chain wool crossbody bag,1027.58,848.87,52.0,0,woc,Very good condition,Wallet on Chain,Cloth,Black,1.0,"Sac Chanel Wallet on Chain en toile noir, 1 bandoulière en métal doré entrelacé de cuir noir, fermeture rabat à pression avec fermoir logo CC en métal doré, 1 compartiment avec 1 poche mobile zippée. Mesures: hauteur: 17 cm, largeur: 22 cm, profondeur: 7 cm, bandoulière: 76 cm. Made in France. Vendu avec boite, carte d'authenticité. A noter: Absence de hologramme, décolorations des attributs, légère micro rayures sur le fermoir, traces d'usure et légère griffures sur la doublure, cuir légèrement craqué au niveau du haut de la poche zippée interne.
Packaging: Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,1250.97,1250.97,14.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,"Magnificent Chanel clutch bag. 
 Rare model. 
 All Black. 
 Black rhinestones. Black logo. Black shoulder strap. 
 Cross body. 
 Comes with dust bag. 
 Gift box. 
 Authenticity card. 
 1 small mark inside which cannot be seen worn.
Packaging: Dustbag, Card or certificate",1490.0
Chanel,Wallet on Chain leather handbag,2233.88,1965.81,38.0,0,woc,"Never worn, with tag",Wallet on Chain,Leather,Red,1.0,"Chanel wallet on chain from the 2020 cruise collection. Quite shiny, supple and soft caviar calfskin, champagne details. There are still the stickers on it, the cardboard cards have never been removed. Has never been out of its box except to try it. Perfect condition.
Packaging: Original box",1490.0
Chanel,Wallet on Chain leather handbag,1787.1,1008.82,72.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,"Beautiful chanel bag, vintage, the label inside is torn off (see photo).
Packaging: Dustbag",1490.0
Chanel,Wallet on Chain leather handbag,982.91,835.47,12.0,0,woc,Good condition,Wallet on Chain,Leather,Purple,1.0,"Small Chanel bag in very good
Packaging: Dustbag",1490.0
Chanel,Wallet on Chain leather crossbody bag,1608.39,1608.39,15.0,0,woc,Never worn,Wallet on Chain,Leather,Black,1.0,Chanel WOC. Cuir caviar noir avec matériel argenté L'autocollant de protection est toujours sur le CC. je ne l'ai jamais utilisé.,1490.0
Chanel,Wallet on Chain leather crossbody bag,2055.17,1876.46,25.0,0,woc,Very good condition,Wallet on Chain,Leather,Blue,1.0,"Hard to get Wallet on chain from 2019.
Beautiful iridescent blue color, camellia embossed.
Special chain with little camellia decoration.
In perfect condition, no signs of wear.
Comes with original packaging, purchase receipt and authenticity card.
Packaging: Original box",1490.0
Chanel,Wallet on Chain leather crossbody bag,1027.58,1027.58,9.0,0,woc,Good condition,Wallet on Chain,Leather,Turquoise,1.0,"The most beautiful Chanel WOC in a dark turquoise color. Very good condition, the softest leather. Comes with a box and the authenticity card. Slight wear on the corners is shown in the photos, not visible in real life.",1490.0
Chanel,Wallet on Chain leather crossbody bag,1355.18,1355.18,116.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,"Beautiful authentic Chanel bag. This is the classic Wallet on a Chain Crossbody bag. It is black caviar leather with the CC logo on the front. Snap front closure, lots of inside pockets and card slots. It comes with a dustbag, the tag and the serial number card. It is made in France and from the Spring 2011 Collection. It has a long chain strap that is perfect for daily crossbody wear. This bag is preowned and gently used. It is very clean and in good condition. Please see that there is a little bit of wrinkling in areas of the leather from normal use. The interior is clean with only a few little marks. A little loss of shape and structure on the bottom. Such a classic and lovely bag! A beauty!
Packaging: Dustbag, Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,1250.97,893.55,90.0,0,woc,Good condition,Wallet on Chain,Leather,Black,1.0,"Chanel Half Moon Woc Bag, crafted by black leather with CC embosed logo and silver- tone hardware. Good condition with normal sign of wear, one of inside pockets have sign of wear from storage on the chain inside the bag(view photos). Very long chain strap, can be worn crossbody.
Size: W- 24cm; H- 14cm; D- 4cm/ chain long approx: 66cm
Notes: without plastic card or receipt",1490.0
Chanel,Wallet on Chain leather crossbody bag,2761.96,2501.94,86.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Chanel WOC cuir caviar noir chevron et garniture argentée. 
 Couleur NOIRE. 
 Sac extrêmement beau. 
 Édition LIMITÉE. 
 Très bon état! 
 Livré avec ensemble complet: carte d'authenticité, dustbag, boîte, reçu original. 

Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,1978.0,1978.0,29.0,0,woc,Never worn,Wallet on Chain,Leather,Brown,1.0,"Boy Chanel Wallet On Chain Quilted Brown Caviar Leather.
Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather handbag,1046.35,1046.35,6.0,0,woc,Good condition,Wallet on Chain,Leather,Other,1.0,Chanel WOC shoulder bag in gray quilted leather and Gun metal hardware. The quality condition of the product is: A which means the product is in very good condition. Dimension: 21 x16 x 5 cm. SKU: EAG2711.,1490.0
Chanel,Wallet on Chain leather crossbody bag,1866.63,1724.84,26.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Chanel Classic wallet on chain 
 Caviar leather, silver metal 
 Excellent condition",1490.0
Chanel,Wallet on Chain leather crossbody bag,1273.67,914.12,38.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,， Bought in Paris.Very good condition.You can put cards and change currency ， but you cannot put your phone away.This bag is part of the accessories.,1490.0
Chanel,Wallet on Chain leather handbag,2234.61,1421.13,133.0,0,woc,Very good condition,Wallet on Chain,Leather,Black,1.0,"Chanel vintage, lambskin, full set 23*15.5*6 cm 
Packaging: Dustbag, Original box, Card or certificate",1490.0
Chanel,Wallet on Chain leather crossbody bag,1331.39,580.81,22.0,0,woc,Good condition,Wallet on Chain,Leather,Purple,1.0,"Luxurious CHANEL model in Metallic purple Half Moon leather from the Wallet On Chain (WOC) collector's bag! Bigger than other WOC models, so it fits your phone, wallet, mirror, makeup. Large Chanel CC logo on the front. Silver hardware. 100% Original. 
 In good condition (slight signs of use on some parts of the leather - see photos).",1490.0
Chanel,Wallet on Chain leather crossbody bag,1027.93,866.74,114.0,0,woc,Fair condition,Wallet on Chain,Leather,Silver,1.0,"Chanel Wallet On Chain in metallic silver, such a perfect bag for day and night!",1490.0
